customer_id,device_id,first_name,last_name,street,city,state,zipcode,mobilenubmer,opendate,lastupdate
1058,A0-27-20-95-F3-11,Yehudit,Cradick,109 Novick Junction,San Diego,California,92165,619-716-6722,1/24/2016,5/7/2018
1059,C1-52-5C-69-AD-AC,Lucho,Coltman,0 Division Junction,Corona,California,92883,951-288-2325,12/9/2015,12/18/2017
1060,2F-9E-09-74-2F-7B,Idalina,Fassbender,1512 Acker Street,Visalia,California,93291,559-848-9713,9/4/2015,7/22/2018
1061,50-6C-FB-C9-70-B1,Cinda,De la Eglise,571 Bartillon Lane,Los Angeles,California,90071,424-920-6362,11/27/2015,9/4/2017
1062,E0-92-39-E4-69-36,Ramon,Yandell,679 American Ash Street,San Diego,California,92132,858-765-0106,11/5/2015,12/24/2017
1063,7D-EF-B0-92-57-77,Shermy,Chasemore,12868 Donald Court,San Diego,California,92176,619-357-5337,9/6/2015,12/27/2017
1064,09-C4-64-C7-84-2E,Helli,Verbruggen,1 Di Loreto Trail,Los Angeles,California,90087,213-310-0077,8/8/2016,12/28/2017
1065,B2-78-CD-D5-2E-38,Clemence,Gait,4035 Crescent Oaks Terrace,Fresno,California,93773,559-717-7920,7/6/2016,7/1/2018
1066,4E-13-25-ED-A4-96,Mercie,Carriage,9 Brown Plaza,San Diego,California,92165,619-868-3250,10/20/2015,4/6/2018
1067,13-7C-43-EA-EF-D5,Carola,Rymmer,2 Northridge Plaza,Los Angeles,California,90025,424-411-5488,6/19/2016,10/21/2017
1068,00-B1-EC-0E-01-FA,Leigh,Brum,1826 Leroy Junction,San Jose,California,95155,408-710-3196,8/14/2016,12/5/2017
1069,23-6B-41-97-CA-D2,Ibrahim,Aloshechkin,17 Bunker Hill Pass,Sacramento,California,94230,916-785-2906,9/9/2015,5/2/2018
1070,5F-5E-B5-25-F1-2F,Florina,O'Heagertie,68 Mallory Terrace,Inglewood,California,90305,323-160-9038,11/4/2015,7/8/2018
1071,C4-3D-32-15-78-F2,Rozalie,Gwynn,510 Sage Park,Stockton,California,95298,209-768-2042,1/23/2016,10/31/2017
1072,8F-DB-6A-08-58-41,Simmonds,Ubsdell,07696 Fremont Court,San Diego,California,92132,619-270-5007,6/28/2016,9/16/2017
1073,25-7D-5B-7E-12-21,James,Scardafield,83224 Carpenter Avenue,Sacramento,California,94291,916-132-9562,5/23/2016,12/14/2017
1074,3E-D6-E7-D4-39-2A,Theobald,Brookfield,70090 Ilene Road,Oakland,California,94660,510-915-5187,5/30/2016,9/4/2017
1075,B0-38-CF-EC-11-45,Nicol,Saull,9 Londonderry Trail,Richmond,California,94807,510-820-0489,4/8/2016,4/18/2018
1076,F1-DB-0D-15-1B-85,Anne-corinne,Tilby,0317 Mosinee Center,Sacramento,California,95813,916-549-2788,11/9/2015,4/17/2018
1077,3E-A8-A4-A4-F2-8A,Bobbie,Maruszewski,88671 Lotheville Avenue,Los Angeles,California,90020,818-154-3791,1/24/2016,2/14/2018
1078,47-A9-EC-6F-0D-5B,Ina,Cobain,50335 Ridge Oak Alley,Redwood City,California,94064,650-880-3882,3/18/2016,7/6/2018
1079,52-8C-09-CF-DA-29,Jose,Moyle,9143 Forest Street,Chico,California,95973,916-965-1492,1/27/2016,10/22/2017
1080,2C-25-D1-F9-3A-5A,Hogan,Broadley,265 Clove Plaza,San Diego,California,92170,619-945-0519,12/25/2015,1/29/2018
1081,EB-E9-A5-E5-94-CF,Ancell,Kepe,2963 Dorton Center,Long Beach,California,90810,562-637-5893,2/25/2016,12/19/2017
1082,00-3E-71-5B-8D-54,Bonnie,Jeandeau,6584 Di Loreto Avenue,Santa Barbara,California,93150,805-810-6329,11/16/2015,11/11/2017
1083,82-22-C0-04-48-BF,Mayer,Kemell,98996 Victoria Road,Orange,California,92668,858-420-9629,3/28/2016,8/9/2018
1084,B8-CE-56-8E-58-E4,Deb,Board,8496 Mifflin Drive,Torrance,California,90505,310-577-7772,3/23/2016,1/28/2018
1085,18-AD-65-16-67-0F,Dennet,Stickel,8089 Delladonna Drive,San Jose,California,95123,408-348-7466,12/27/2015,1/8/2018
1086,4E-E4-29-46-9D-D0,Gwenni,Dagnall,1 Marquette Place,Sacramento,California,94230,916-585-2361,2/8/2016,8/29/2017
1087,C6-83-A4-C6-A9-A9,Kippar,Dorbon,66 Commercial Circle,Irvine,California,92710,714-470-3843,11/3/2015,8/18/2018
1088,7D-BF-F8-31-02-F5,Nesta,Filer,19 Dahle Court,Alhambra,California,91841,626-427-0733,12/17/2015,8/16/2018
1089,58-32-E1-4D-EF-03,Granny,Marchington,5 Corben Pass,Sacramento,California,95823,916-538-8315,11/22/2015,5/19/2018
1090,48-C8-5E-80-30-38,Marty,Chell,384 Del Mar Court,Pomona,California,91797,909-734-3819,12/12/2015,8/26/2017
1091,D1-D2-39-88-1E-9E,Giovanni,Arnal,44 Summerview Way,San Francisco,California,94142,415-215-8159,5/10/2016,5/12/2018
1092,7A-97-1D-DD-99-AC,Benedikt,Wrathmall,5271 Iowa Crossing,Glendale,California,91205,818-291-2292,1/23/2016,9/20/2017
1093,31-E9-B6-26-DD-91,Saunderson,Suttaby,1763 Lakewood Gardens Park,Visalia,California,93291,559-620-6597,3/24/2016,3/25/2018
1094,81-73-5D-32-3B-F1,Celie,Hughlin,4 Schurz Drive,San Francisco,California,94137,415-124-2708,10/29/2015,5/31/2018
1095,57-1A-AD-C4-7A-F9,Thornton,Webley,2165 Warner Pass,Carlsbad,California,92013,760-521-7182,2/21/2016,8/14/2018
1096,E1-40-28-DF-8D-DD,Julee,Rockingham,34406 Mockingbird Hill,San Francisco,California,94105,415-443-2123,8/11/2016,5/6/2018
1097,37-16-F2-22-08-B3,Karon,McTavy,01390 Warrior Court,North Hollywood,California,91616,213-334-8034,6/7/2016,3/26/2018
1098,65-DD-F9-74-2F-81,Rafaello,Surguine,16 Sloan Road,San Bernardino,California,92415,909-477-1561,10/11/2015,3/18/2018
1099,68-7C-C6-89-12-53,Charmian,McCathy,5 Stang Lane,Sacramento,California,94297,916-673-3570,10/11/2015,4/24/2018
1100,B4-5D-50-DE-72-95,Micki,Habble,326 Prairieview Pass,San Francisco,California,94147,415-753-9384,7/15/2016,4/1/2018
1101,72-80-9E-2C-1D-3D,Laura,Twinbrow,535 Armistice Drive,San Jose,California,95150,408-786-2404,3/13/2016,4/9/2018
1102,EC-80-7D-52-9C-87,Jeri,Grimster,86112 Nelson Plaza,Santa Ana,California,92705,310-134-9182,12/25/2015,3/4/2018
1103,E3-34-04-E8-13-48,Pippa,Okenden,08 Oneill Lane,Los Angeles,California,90050,213-296-1937,1/7/2016,3/20/2018
1104,80-37-77-CE-37-53,Lucian,Noton,4389 Johnson Terrace,Petaluma,California,94975,707-568-3453,6/15/2016,8/1/2018
1105,DB-69-6B-EB-5A-DE,Virginie,Ronci,53 Anhalt Terrace,Fresno,California,93740,559-907-1127,10/28/2015,2/26/2018
1106,33-03-9C-9A-D7-0F,Raychel,Dowling,38 Spohn Street,San Francisco,California,94121,415-886-5928,2/14/2016,10/8/2017
1107,7D-D5-97-86-43-96,Joyan,Blandford,10162 Anthes Trail,Los Angeles,California,90060,323-220-6062,9/21/2015,6/21/2018
1108,87-25-5D-FA-3A-15,Noni,Wardlow,2 Nova Trail,Riverside,California,92519,951-679-0892,7/19/2016,9/13/2017
1109,C7-89-F7-BB-42-03,Geri,Gebhardt,42 Homewood Park,Oceanside,California,92056,760-584-9083,2/9/2016,3/30/2018
1110,AC-07-D6-C2-3F-74,Rube,Slayford,4 Scott Center,Oakland,California,94660,510-476-6638,8/30/2015,2/13/2018
1111,9B-45-7E-B3-55-A5,Andreas,Fazan,642 Iowa Drive,Santa Barbara,California,93111,702-104-1667,3/17/2016,1/2/2018
1112,9D-94-F9-95-5F-79,Kingsly,Evetts,3325 Sycamore Circle,San Diego,California,92160,619-497-3666,4/7/2016,4/9/2018
1113,23-F8-69-20-60-20,Melvyn,Rosenwald,825 Ridge Oak Pass,Sacramento,California,95813,916-914-3869,11/10/2015,12/28/2017
1114,20-95-95-AF-27-FA,Rivi,Duncan,886 Waxwing Avenue,Salinas,California,93907,831-613-6422,1/25/2016,4/12/2018
1115,B1-DA-2D-71-81-A7,Lonee,Middleditch,05 Fairfield Junction,San Francisco,California,94159,415-893-7387,6/24/2016,10/30/2017
1116,E2-47-F0-21-02-99,Marj,O'Currigan,84 Twin Pines Circle,Fresno,California,93794,559-581-5330,1/6/2016,8/9/2018
1117,E4-B2-00-DD-DB-87,Dar,Jost,814 Garrison Alley,Los Angeles,California,90094,323-646-1651,10/18/2015,11/30/2017
1118,B4-6A-CC-D7-47-89,Cammy,Thurgood,7 Scott Alley,San Francisco,California,94126,415-537-4159,2/20/2016,12/20/2017
1119,89-92-FA-1B-FA-84,Kimball,Tremmil,201 Pawling Hill,Los Angeles,California,90076,323-895-3095,12/20/2015,4/23/2018
1120,47-84-CA-E3-84-4A,Imogen,Hedin,8 Graedel Junction,Newport Beach,California,92662,949-234-3077,2/26/2016,10/29/2017
1121,30-79-5E-9E-37-A7,Pearline,Brinson,18763 Manitowish Street,North Hollywood,California,91606,323-621-2163,12/18/2015,7/15/2018
1122,49-6C-16-3A-80-2D,Claire,Flemyng,54231 Pepper Wood Parkway,Orange,California,92862,714-153-1348,12/19/2015,3/14/2018
1123,20-4E-21-5E-4F-D3,Margi,Hamber,23 Maple Drive,Los Angeles,California,90055,213-132-6181,7/23/2016,11/7/2017
1124,04-17-9A-E2-E3-99,Holt,Vanini,2168 Maywood Parkway,San Bernardino,California,92424,909-719-6036,7/25/2016,7/11/2018
1125,C3-12-95-1B-78-D8,Genni,Gladeche,08008 Mayfield Drive,San Francisco,California,94137,415-527-8338,9/21/2015,8/7/2018
1126,20-8D-73-3F-60-5F,Mario,Mechan,4 Heath Road,Glendale,California,91205,818-924-6557,1/12/2016,4/18/2018
1127,78-32-9A-BF-32-F8,Hendrick,Elizabeth,187 Anniversary Hill,Los Angeles,California,90087,213-446-7921,12/4/2015,6/19/2018
1128,F6-C5-54-5F-1E-A8,Sue,McGonigal,77 Messerschmidt Terrace,Sacramento,California,94250,916-473-6823,10/27/2015,9/29/2017
1129,47-08-67-70-96-2D,Blane,Laddle,5 Golden Leaf Circle,Northridge,California,91328,818-229-2491,4/27/2016,3/27/2018
1130,91-84-DF-FE-6A-BD,Hoebart,McCumskay,7448 Moulton Trail,Glendale,California,91205,323-106-9879,12/31/2015,6/19/2018
1131,9B-41-2D-0E-B1-11,Niel,Laurence,307 Pennsylvania Way,Oakland,California,94622,510-375-4347,2/9/2016,1/17/2018
1132,EE-EB-DA-C7-BC-61,Liva,Douris,0 Almo Street,Oakland,California,94622,510-530-4967,7/10/2016,1/23/2018
1133,A9-E8-EE-89-6A-47,Jyoti,MacCahey,913 Elgar Street,Escondido,California,92030,760-391-0663,2/15/2016,11/30/2017
1134,1D-62-DD-03-BC-77,Eyde,Lunt,52 Main Hill,Pomona,California,91797,909-122-4131,6/8/2016,2/13/2018
1135,E3-B1-F9-59-F2-F4,Harli,Rabat,0 Arapahoe Terrace,Ventura,California,93005,805-264-1597,12/30/2015,11/8/2017
1136,30-EA-32-7A-D6-0E,Ray,Coaster,289 Oak Crossing,Sacramento,California,95828,916-259-4757,1/8/2016,7/2/2018
1137,1B-49-48-46-D7-2D,Benyamin,Canfield,90585 Morningstar Trail,Los Angeles,California,90060,323-541-0933,9/12/2015,6/15/2018
1138,2D-4C-0E-6D-53-ED,Loren,Bontine,76061 Old Shore Center,Chico,California,95973,916-528-1442,6/17/2016,6/3/2018
1139,F2-A2-7E-CA-16-19,Sergio,Beardow,3516 Ridgeway Way,San Francisco,California,94169,415-200-0711,1/26/2016,3/26/2018
1140,97-B0-4B-DE-14-C5,Stewart,Torrans,9 Anthes Place,San Jose,California,95160,408-911-0089,3/21/2016,4/12/2018
1141,C7-46-75-3D-4C-A6,Vinnie,Curry,02 Macpherson Street,San Francisco,California,94169,415-914-9065,11/15/2015,10/20/2017
1142,4C-2D-96-A0-13-2A,Shanda,Lesly,2564 Mccormick Plaza,San Bernardino,California,92405,909-674-0870,8/19/2016,3/6/2018
1143,39-D3-AD-23-A7-F4,Leighton,Pheby,5780 International Place,Oakland,California,94616,415-386-3662,11/9/2015,6/12/2018
1144,3A-0F-3E-EE-54-2D,Richard,Sabater,79 Old Shore Park,San Francisco,California,94164,415-190-9129,9/29/2015,4/2/2018
1145,61-81-2A-A6-52-AA,Arleen,Bunclark,18761 Heath Junction,Visalia,California,93291,559-616-2276,2/2/2016,3/31/2018
1146,1B-E6-1B-EA-93-80,Blithe,Kyne,54 Atwood Terrace,Modesto,California,95354,559-631-4236,6/29/2016,8/25/2017
1147,6A-02-A1-B2-08-0C,Say,Rowlinson,05 Continental Way,Oakland,California,94627,510-157-5107,7/5/2016,4/4/2018
1148,D0-61-CB-42-B6-02,Gradeigh,Cosslett,7908 Corben Avenue,San Jose,California,95155,408-789-8015,2/24/2016,3/11/2018
1149,46-D8-9A-44-03-CD,Sharl,Hacket,47511 Homewood Alley,Fresno,California,93709,559-425-5751,5/14/2016,3/5/2018
1150,44-20-37-A0-56-5D,Hinda,Jedraszczyk,35652 Sutteridge Park,Whittier,California,90610,562-957-3391,12/14/2015,11/20/2017
1151,56-97-E0-94-A6-35,Giacinta,Lingwood,3 Buell Hill,Los Angeles,California,90094,323-315-9013,10/25/2015,4/12/2018
1152,F5-A6-9A-5B-4B-B9,Edith,Worstall,52 David Way,San Francisco,California,94164,415-318-3516,2/22/2016,11/29/2017
1153,DF-36-D3-34-0B-E5,Lorie,Binks,55148 Sundown Point,San Jose,California,95194,408-839-3784,4/9/2016,3/2/2018
1154,B8-06-3B-08-88-B8,Benedicta,Yvens,012 Summer Ridge Pass,San Francisco,California,94164,415-162-9193,4/16/2016,6/5/2018
1155,F0-2D-1E-4F-51-96,Nikolas,Kenworthy,7682 Red Cloud Park,Burbank,California,91505,626-376-5005,4/25/2016,2/16/2018
1156,A1-9F-13-C4-76-51,Malva,Bedborough,08 Emmet Hill,Los Angeles,California,90030,213-769-6802,2/20/2016,10/24/2017
1157,F5-96-BD-EF-E9-3B,Vassili,Beardsworth,72235 Spohn Court,San Jose,California,95173,408-457-0160,1/15/2016,9/11/2017
1158,9B-B9-68-10-94-A7,Bianca,Devereu,62623 Butterfield Point,Inglewood,California,90310,310-145-2126,1/16/2016,8/11/2018
1159,34-67-62-8B-EE-74,Sylvan,Timmis,40765 Beilfuss Trail,Irvine,California,92710,714-486-2741,1/12/2016,9/3/2017
1160,98-25-9F-D2-57-88,Keri,Vedishchev,33148 Evergreen Center,Garden Grove,California,92844,310-453-1206,10/15/2015,3/21/2018
1161,DB-BE-1B-47-06-BC,Bamby,Dirkin,11737 Lakewood Gardens Place,San Francisco,California,94142,415-667-2195,11/22/2015,1/28/2018
1162,79-72-29-D3-0A-23,Rosie,Purrington,531 Dryden Circle,Northridge,California,91328,818-731-8751,7/28/2016,2/14/2018
1163,58-53-86-62-8D-58,Susette,Ketteridge,851 Menomonie Point,Petaluma,California,94975,707-394-0665,1/31/2016,9/27/2017
1164,A5-A7-91-ED-21-8C,Sasha,Treece,746 Autumn Leaf Parkway,Pasadena,California,91125,626-311-1419,5/24/2016,4/4/2018
1165,B3-AD-66-8F-B5-5B,Deanne,Kavanagh,33255 Mallory Drive,San Jose,California,95118,408-123-3445,2/24/2016,7/12/2018
1166,6D-E5-E7-E0-B5-30,Elton,Darridon,9409 Lakewood Gardens Pass,Inglewood,California,90398,310-818-6677,5/28/2016,8/7/2018
1167,50-67-9D-49-2B-20,Towny,Tollett,7854 5th Drive,San Jose,California,95133,408-306-6620,10/9/2015,8/20/2018
1168,9B-30-E5-AB-B9-00,Marlena,Haskew,913 Meadow Valley Crossing,Sacramento,California,95833,530-388-1012,4/25/2016,11/14/2017
1169,1A-23-48-5F-CB-B8,Clerkclaude,Glendzer,77436 Hansons Pass,Sacramento,California,94291,916-628-6432,12/17/2015,3/8/2018
1170,8D-99-B3-A5-F7-67,Faber,Scragg,2787 Monument Alley,Sacramento,California,95818,530-613-7551,2/1/2016,5/2/2018
1171,6D-38-68-50-56-BB,Margaretha,Kirkpatrick,737 Express Street,Pasadena,California,91103,323-869-5960,6/20/2016,6/5/2018
1172,34-29-C0-3C-19-FE,Hugues,Janout,42 Myrtle Junction,San Francisco,California,94126,415-218-5263,7/2/2016,5/2/2018
1173,39-4D-CE-4D-C6-71,Eli,Ricciardelli,06605 Dahle Street,San Diego,California,92132,619-843-9543,9/28/2015,6/25/2018
1174,30-30-F0-AF-29-C9,Evvy,Finci,55 Dovetail Plaza,Sacramento,California,95818,530-389-4503,3/30/2016,1/27/2018
1175,95-E9-A4-4A-41-81,Jeannine,Copyn,7 Harper Court,Pomona,California,91797,909-871-3114,1/3/2016,5/7/2018
1176,0F-70-CD-5A-02-E9,Gray,Bradnock,22 Lakewood Trail,San Diego,California,92153,619-560-2347,2/6/2016,3/23/2018
1177,58-EF-7F-7E-DA-71,Elfreda,Feben,78149 Columbus Trail,Sacramento,California,95828,916-809-6755,5/10/2016,9/4/2017
1178,EF-DA-08-AD-0C-AA,Engracia,Pedroni,365 8th Alley,San Diego,California,92105,858-716-3928,6/15/2016,5/29/2018
1179,D0-F8-87-08-27-58,Ramon,Meads,351 Pawling Pass,Oakland,California,94622,510-198-9372,11/17/2015,4/29/2018
1180,1F-CF-CD-E2-83-9A,Devora,Ohrt,13621 Claremont Trail,Los Angeles,California,90030,213-972-1428,1/12/2016,7/5/2018
1181,A2-F2-E8-51-68-D4,Zacharias,McAllan,18 Dryden Point,San Diego,California,92170,619-267-9658,2/12/2016,4/5/2018
1182,66-F6-6E-A0-67-46,Clemens,Wrightim,09 Grayhawk Park,Sacramento,California,95838,916-937-6640,4/12/2016,2/13/2018
1183,FE-21-6D-A6-BA-25,Natasha,Gillon,81678 Ruskin Hill,Pasadena,California,91125,626-313-2012,12/18/2015,10/10/2017
1184,8C-74-7F-0C-30-24,Eryn,Rickard,21 Menomonie Hill,Pasadena,California,91199,626-638-3541,9/19/2015,1/1/2018
1185,15-35-06-AE-11-C3,Anne-marie,Mundell,7649 Clemons Pass,San Francisco,California,94169,415-577-1690,6/9/2016,6/1/2018
1186,C7-10-8D-ED-02-B3,Prudence,Isacq,86682 Upham Circle,Fresno,California,93715,559-198-1380,4/14/2016,9/11/2017
1187,D9-FD-EC-05-64-A3,Rodd,Attenborough,3 Menomonie Road,Chula Vista,California,91913,619-288-1824,3/4/2016,1/22/2018
1188,EE-01-C7-7F-F8-42,Sibel,Kleinstein,694 Kipling Pass,San Francisco,California,94154,415-125-4311,10/10/2015,5/18/2018
1189,2B-96-AE-ED-90-E9,Oralla,Brunone,3540 Muir Avenue,San Diego,California,92186,619-370-4127,7/26/2016,6/10/2018
1190,00-52-EC-E5-72-24,Louisette,Arber,374 Nevada Trail,North Hollywood,California,91606,323-988-1602,4/7/2016,1/12/2018
1191,99-0A-E9-42-8E-72,Winnah,Worrell,91 Golf Course Trail,Sacramento,California,94273,916-109-2173,8/13/2016,10/6/2017
1192,D4-66-E4-99-F8-10,Cash,Domleo,31255 Fulton Road,Inglewood,California,90398,310-884-6300,2/4/2016,12/8/2017
1193,26-51-3D-B8-5F-0A,Giana,Root,52039 Forest Dale Circle,Oakland,California,94627,510-323-5249,12/6/2015,7/5/2018
1194,1F-86-55-DC-DF-85,Karim,Measor,66549 Barby Terrace,Santa Monica,California,90410,310-308-4360,10/14/2015,11/22/2017
